County,ZIP Code,Total Births 2014-2016,Premature Birth Perc,Low Birth Rate Perc,Out of Wedlock Perc,Medicaid or Self-Pay Perc,Late or No Prenatal Care Perc,Infant Deaths 2014-2016 per 1000 Live Births,Infant Deaths Rate per 1000 Live Births,Neonatal Deaths 2014-2016 per 1000 Live Births,Neonatal Dearths Rate per 1000 Live Births,Teen Birth Rate per 1000,Teen Pregnancy Rate per 1000
Genesse,14416 ,94 ,12.5 ,6.4 ,31.9 ,35.1 ,3.3 ,1 ,10.6 ,1 ,10.6 ,10.7 ,13.3 
Genesse,14422 ,79 ,7.0 ,10.1 ,50.6 ,43.0 ,4.1 ,0 ,0.0 ,0 ,0.0 ,4.4 ,8.9 
Genesse,14482 ,275 ,8.1 ,4.4 ,41.8 ,40.4 ,2.7 ,0 ,0.0 ,0 ,0.0 ,10.7 ,10.7 
Genesse,14525 ,76 ,7.0 ,3.9 ,30.3 ,38.2 ,1.4 ,0 ,0.0 ,0 ,0.0 ,3.8 ,3.8
Greene,12015 ,62 ,14.5 ,8.1 ,41.9 ,40.3 ,8.3 ,1 ,16.1 ,1 ,16.1 ,12.3 ,18.5 
Greene,12042 ,12 ,0.0 ,0.0 ,16.7 ,41.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12051 ,112 ,12.0 ,8.0 ,40.2 ,32.1 ,0.9 ,0 ,0.0 ,0 ,0.0 ,3.2 ,9.6 
Greene,12058 ,39 ,7.7 ,7.7 ,48.7 ,43.6 ,2.6 ,0 ,0.0 ,0 ,0.0 ,20.0 ,40.0 
Greene,12083 ,98 ,11.4 ,7.1 ,40.8 ,36.7 ,4.3 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Greene,12087 ,30 ,13.3 ,6.7 ,36.7 ,43.3 ,6.9 ,0 ,0.0 ,0 ,0.0 ,23.3 ,23.3 
Greene,12192 ,35 ,5.9 ,5.7 ,68.6 ,45.7 ,5.7 ,0 ,0.0 ,0 ,0.0 ,4.8 ,9.5 
Greene,12405 ,14 ,8.3 ,0.0 ,35.7 ,42.9 ,7.1 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12413 ,84 ,12.0 ,13.1 ,61.9 ,59.5 ,6.0 ,0 ,0.0 ,0 ,0.0 ,7.0 ,21.1 
Greene,12414 ,291 ,12.6 ,8.6 ,57.4 ,60.8 ,4.9 ,2 ,6.9 ,1 ,3.4 ,10.5 ,15.2 
Greene,12418 ,19 ,11.1 ,10.5 ,26.3 ,42.1 ,11.1 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12423 ,27 ,20.8 ,14.8 ,66.7 ,66.7 ,8.0 ,0 ,0.0 ,0 ,0.0 ,21.5 ,32.3 
Greene,12427 ,20 ,0.0 ,0.0 ,0.0 ,76.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12431 ,39 ,7.7 ,10.3 ,56.4 ,51.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8.8 ,17.5 
Greene,12442 ,17 ,0.0 ,0.0 ,37.5 ,60.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12444 ,15 ,0.0 ,0.0 ,46.7 ,73.3 ,6.7 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12451 ,42 ,9.8 ,11.9 ,38.1 ,33.3 ,0.0 ,1 ,23.8 ,1 ,23.8 ,12.1 ,18.2 
Greene,12460 ,11 ,0.0 ,0.0 ,36.4 ,36.4 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12463 ,51 ,10.2 ,9.8 ,47.1 ,41.2 ,5.9 ,0 ,0.0 ,0 ,0.0 ,22.7 ,30.3 
Greene,12468 ,22 ,9.5 ,4.5 ,45.5 ,54.5 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8.8 ,8.8 
Greene,12470 ,15 ,6.7 ,6.7 ,33.3 ,33.3 ,6.7 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12473 ,19 ,0.0 ,0.0 ,31.6 ,26.3 ,5.3 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12482 ,25 ,16.0 ,20.0 ,60.0 ,60.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12485 ,20 ,10.5 ,0.0 ,45.0 ,55.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Greene,12496 ,17 ,0.0 ,0.0 ,23.5 ,47.1 ,17.6 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0
Hamilton,12190 ,11 ,10.0 ,18.2 ,27.3 ,54.5 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Hamilton,12842 ,21 ,14.3 ,9.5 ,57.1 ,28.6 ,9.5 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Hamilton,12847 ,10 ,0.0 ,0.0 ,20.0 ,50.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,*
Herkimer,13324 ,39 ,15.8 ,7.7 ,38.5 ,51.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,16.1 ,16.1 
Herkimer,13329 ,115 ,16.8 ,8.7 ,49.6 ,47.0 ,3.5 ,0 ,0.0 ,0 ,0.0 ,15.6 ,26.0 
Herkimer,13340 ,245 ,10.3 ,5.7 ,43.3 ,45.7 ,3.3 ,3 ,12.2 ,2 ,8.2 ,7.9 ,15.7 
Herkimer,13350 ,310 ,12.0 ,6.8 ,63.2 ,53.7 ,3.6 ,3 ,9.7 ,3 ,9.7 ,23.2 ,31.9 
Herkimer,13357 ,357 ,10.7 ,11.2 ,57.7 ,50.1 ,4.2 ,8 ,22.4 ,6 ,16.8 ,16.2 ,29.3 
Herkimer,13361 ,40 ,15.8 ,2.5 ,20.0 ,85.0 ,17.9 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Herkimer,13365 ,264 ,9.1 ,6.4 ,43.9 ,50.0 ,9.2 ,3 ,11.4 ,3 ,11.4 ,28.9 ,39.0 
Herkimer,13406 ,17 ,11.8 ,0.0 ,41.2 ,23.5 ,0.0 ,1 ,58.8 ,1 ,58.8 ,* ,* 
Herkimer,13407 ,155 ,10.4 ,7.1 ,52.3 ,47.7 ,4.5 ,0 ,0.0 ,0 ,0.0 ,30.5 ,34.9 
Herkimer,13416 ,62 ,8.1 ,6.5 ,45.2 ,53.2 ,1.6 ,1 ,16.1 ,1 ,16.1 ,16.3 ,20.3 
Herkimer,13420 ,18 ,0.0 ,0.0 ,27.8 ,55.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9.3 ,18.5 
Herkimer,13431 ,70 ,10.1 ,5.7 ,28.6 ,54.3 ,23.2 ,0 ,0.0 ,0 ,0.0 ,5.2 ,10.4 
Herkimer,13454 ,26 ,19.2 ,3.8 ,61.5 ,50.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Herkimer,13491 ,123 ,8.5 ,2.4 ,49.6 ,56.1 ,4.1 ,1 ,8.1 ,0 ,0.0 ,27.1 ,29.8
Jefferson,13601 ,"2,062 ",10.5 ,7.2 ,38.5 ,42.3 ,3.0 ,9 ,4.4 ,6 ,2.9 ,32.6 ,45.1 
Jefferson,13602 ,50 ,10.4 ,6.0 ,12.0 ,2.0 ,2.0 ,2 ,40.0 ,2 ,40.0 ,12.8 ,23.5 
Jefferson,13603 ,"1,384 ",7.8 ,5.4 ,3.5 ,1.3 ,2.2 ,7 ,5.1 ,7 ,5.1 ,58.9 ,64.9 
Jefferson,13605 ,183 ,12.2 ,7.7 ,43.2 ,49.2 ,0.5 ,3 ,16.4 ,1 ,5.5 ,21.9 ,30.7 
Jefferson,13606 ,100 ,9.7 ,10.0 ,35.0 ,45.0 ,2.0 ,2 ,20.0 ,2 ,20.0 ,23.0 ,38.3 
Jefferson,13607 ,40 ,10.0 ,7.5 ,40.0 ,50.0 ,2.5 ,0 ,0.0 ,0 ,0.0 ,6.3 ,12.6 
Jefferson,13608 ,56 ,13.2 ,7.1 ,39.3 ,55.4 ,1.9 ,0 ,0.0 ,0 ,0.0 ,13.3 ,13.3 
Jefferson,13611 ,12 ,0.0 ,8.3 ,41.7 ,50.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Jefferson,13612 ,124 ,8.1 ,2.4 ,22.6 ,25.0 ,0.8 ,0 ,0.0 ,0 ,0.0 ,22.7 ,26.5 
Jefferson,13616 ,147 ,9.5 ,8.8 ,19.7 ,17.7 ,0.7 ,3 ,20.4 ,3 ,20.4 ,40.9 ,46.8 
Jefferson,13618 ,52 ,15.7 ,5.8 ,32.7 ,42.3 ,3.8 ,0 ,0.0 ,0 ,0.0 ,0.0 ,6.7 
Jefferson,13619 ,472 ,10.5 ,8.5 ,33.1 ,30.7 ,2.1 ,3 ,6.4 ,1 ,2.1 ,21.7 ,28.3 
Jefferson,13622 ,58 ,7.1 ,3.4 ,53.4 ,56.9 ,1.8 ,0 ,0.0 ,0 ,0.0 ,5.3 ,5.3 
Jefferson,13624 ,121 ,10.8 ,8.3 ,38.0 ,49.6 ,1.7 ,0 ,0.0 ,0 ,0.0 ,17.2 ,21.5 
Jefferson,13634 ,116 ,9.7 ,5.2 ,51.7 ,56.0 ,2.6 ,0 ,0.0 ,0 ,0.0 ,24.0 ,26.7 
Jefferson,13636 ,12 ,8.3 ,25.0 ,25.0 ,8.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Jefferson,13637 ,427 ,10.2 ,4.9 ,13.4 ,9.6 ,0.9 ,2 ,4.7 ,2 ,4.7 ,48.2 ,57.0 
Jefferson,13638 ,17 ,5.9 ,11.8 ,29.4 ,47.1 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Jefferson,13650 ,39 ,8.3 ,2.6 ,38.5 ,76.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,15.2 
Jefferson,13656 ,105 ,7.9 ,1.9 ,31.4 ,41.0 ,6.7 ,1 ,9.5 ,0 ,0.0 ,22.5 ,26.2 
Jefferson,13659 ,15 ,6.7 ,20.0 ,13.3 ,33.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Jefferson,13661 ,53 ,9.8 ,5.7 ,22.6 ,49.1 ,3.9 ,0 ,0.0 ,0 ,0.0 ,6.0 ,6.0 
Jefferson,13665 ,29 ,7.4 ,0.0 ,51.7 ,58.6 ,3.6 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Jefferson,13673 ,120 ,7.9 ,6.7 ,33.3 ,35.8 ,4.2 ,1 ,8.3 ,0 ,0.0 ,21.9 ,26.3 
Jefferson,13679 ,54 ,7.7 ,9.3 ,33.3 ,46.3 ,1.9 ,0 ,0.0 ,0 ,0.0 ,23.8 ,53.6 
Jefferson,13682 ,28 ,7.1 ,7.1 ,10.7 ,21.4 ,0.0 ,0 ,0.0 ,0 ,0.0 ,21.5 ,21.5 
Jefferson,13685 ,76 ,9.2 ,3.9 ,30.3 ,22.4 ,3.9 ,2 ,26.3 ,2 ,26.3 ,4.8 ,4.8 
Jefferson,13691 ,125 ,7.5 ,8.8 ,40.8 ,45.6 ,1.7 ,0 ,0.0 ,0 ,0.0 ,31.7 ,44.4 
Jefferson,13693 ,14 ,0.0 ,7.1 ,50.0 ,28.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,*
Queens,11201 ,"3,009 ",9.0 ,6.6 ,13.4 ,11.6 ,1.8 ,10 ,3.3 ,5 ,1.7 ,7.3 ,
Queens,11203 ,"2,797 ",13.4 ,9.8 ,57.6 ,71.4 ,12.8 ,17 ,6.1 ,7 ,2.5 ,14.4 ,
Queens,11204 ,"4,651 ",7.9 ,6.4 ,16.1 ,74.6 ,3.1 ,15 ,3.2 ,11 ,2.4 ,13.6 ,
Queens,11205 ,"3,062 ",7.8 ,6.8 ,20.4 ,62.8 ,2.0 ,9 ,2.9 ,5 ,1.6 ,15.3 ,
Queens,11206 ,"4,437 ",9.2 ,7.4 ,36.7 ,77.8 ,4.1 ,22 ,5.0 ,9 ,2.0 ,19.4 ,
Queens,11207 ,"3,930 ",14.0 ,11.6 ,71.6 ,79.0 ,10.6 ,32 ,8.1 ,24 ,6.1 ,23.9 ,
Queens,11208 ,"4,516 ",11.7 ,10.0 ,60.9 ,80.8 ,9.6 ,23 ,5.1 ,15 ,3.3 ,24.6 ,
Queens,11209 ,"3,094 ",9.1 ,6.7 ,16.5 ,47.3 ,5.0 ,4 ,1.3 ,4 ,1.3 ,10.9 ,
Queens,11210 ,"2,741 ",12.0 ,9.5 ,38.3 ,57.8 ,8.5 ,16 ,5.8 ,10 ,3.6 ,10.5 ,
Queens,11211 ,"6,714 ",7.0 ,4.9 ,12.9 ,60.5 ,2.4 ,13 ,1.9 ,7 ,1.0 ,18.6 ,
Queens,11212 ,"3,876 ",15.1 ,12.2 ,75.6 ,79.6 ,12.2 ,30 ,7.7 ,23 ,5.9 ,26.1 ,
Queens,11213 ,"3,229 ",10.8 ,9.0 ,43.6 ,72.4 ,7.7 ,10 ,3.1 ,8 ,2.5 ,14.1 ,
Queens,11214 ,"4,007 ",9.2 ,7.2 ,26.3 ,71.0 ,6.0 ,13 ,3.2 ,10 ,2.5 ,9.1 ,
Queens,11215 ,"3,095 ",7.9 ,5.0 ,11.8 ,11.0 ,2.1 ,5 ,1.6 ,2 ,0.6 ,7.5 ,
Queens,11216 ,"1,723 ",11.6 ,7.5 ,53.5 ,59.0 ,8.0 ,8 ,4.6 ,4 ,2.3 ,14.9 ,
Queens,11217 ,"1,657 ",8.9 ,7.4 ,20.4 ,19.2 ,2.2 ,5 ,3.0 ,2 ,1.2 ,18.3 ,
Queens,11218 ,"4,339 ",9.6 ,7.2 ,18.6 ,66.8 ,3.9 ,7 ,1.6 ,3 ,0.7 ,15.5 ,
Queens,11219 ,"8,961 ",6.4 ,5.0 ,12.1 ,84.3 ,1.7 ,27 ,3.0 ,18 ,2.0 ,17.9 ,
Queens,11220 ,"7,704 ",8.5 ,5.3 ,39.0 ,89.2 ,3.2 ,20 ,2.6 ,14 ,1.8 ,26.4 ,
Queens,11221 ,"2,918 ",12.1 ,8.4 ,63.4 ,71.5 ,7.8 ,9 ,3.1 ,3 ,1.0 ,18.5 ,
Queens,11222 ,"1,284 ",7.1 ,6.1 ,18.6 ,21.6 ,2.7 ,5 ,3.9 ,3 ,2.3 ,8.2 ,
Queens,11223 ,"3,827 ",8.4 ,6.6 ,26.2 ,62.8 ,4.4 ,7 ,1.8 ,3 ,0.8 ,19.1 ,
Queens,11224 ,"1,568 ",12.7 ,10.3 ,55.5 ,76.1 ,7.7 ,14 ,8.9 ,11 ,7.0 ,22.4 ,
Queens,11225 ,"2,254 ",11.2 ,8.7 ,40.6 ,63.9 ,8.4 ,10 ,4.4 ,3 ,1.3 ,10.5 ,
Queens,11226 ,"4,263 ",15.5 ,11.5 ,57.5 ,71.8 ,11.0 ,36 ,8.4 ,21 ,4.9 ,20.5 ,
Queens,11228 ,"1,585 ",9.0 ,7.4 ,23.8 ,56.0 ,3.7 ,2 ,1.3 ,2 ,1.3 ,8.4 ,
Queens,11229 ,"3,138 ",9.0 ,6.9 ,24.7 ,58.5 ,5.4 ,11 ,3.5 ,6 ,1.9 ,8.3 ,
Queens,11230 ,"5,224 ",8.0 ,6.0 ,15.3 ,63.0 ,4.6 ,6 ,1.1 ,5 ,1.0 ,14.1 ,
Queens,11231 ,"1,764 ",9.9 ,7.0 ,23.8 ,22.6 ,2.4 ,3 ,1.7 ,2 ,1.1 ,13.8 ,
Queens,11232 ,"1,358 ",10.8 ,8.2 ,46.7 ,75.7 ,4.1 ,8 ,5.9 ,4 ,2.9 ,26.2 ,
Queens,11233 ,"2,775 ",14.3 ,11.5 ,68.0 ,70.8 ,10.5 ,19 ,6.8 ,11 ,4.0 ,20.6 ,
Queens,11234 ,"3,059 ",10.4 ,8.2 ,35.0 ,49.4 ,7.9 ,15 ,4.9 ,11 ,3.6 ,7.0 ,
Queens,11235 ,"3,188 ",9.1 ,6.4 ,25.7 ,65.7 ,8.7 ,6 ,1.9 ,4 ,1.3 ,13.6 ,
Queens,11236 ,"3,461 ",13.9 ,10.6 ,59.0 ,63.8 ,12.4 ,21 ,6.1 ,12 ,3.5 ,13.9 ,
Queens,11237 ,"1,911 ",12.1 ,7.9 ,64.6 ,81.1 ,7.3 ,5 ,2.6 ,3 ,1.6 ,28.3 ,
Queens,11238 ,"2,157 ",9.7 ,7.7 ,27.5 ,23.0 ,3.0 ,6 ,2.8 ,6 ,2.8 ,15.2 ,
Queens,11239 ,400 ,13.0 ,9.8 ,67.3 ,57.3 ,8.3 ,3 ,7.5 ,2 ,5.0 ,17.7,
Lewis,13325 ,37 ,14.3 ,10.8 ,37.8 ,54.1 ,10.8 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Lewis,13327 ,96 ,7.7 ,5.2 ,30.5 ,37.5 ,0.0 ,0 ,0.0 ,0 ,0.0 ,9.0 ,13.5 
Lewis,13343 ,64 ,3.3 ,6.3 ,48.4 ,50.0 ,3.2 ,0 ,0.0 ,0 ,0.0 ,23.4 ,29.2 
Lewis,13345 ,10 ,20.0 ,20.0 ,60.0 ,50.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Lewis,13367 ,339 ,8.0 ,5.9 ,33.0 ,48.2 ,7.9 ,2 ,5.9 ,2 ,5.9 ,12.7 ,16.1 
Lewis,13368 ,41 ,10.0 ,12.2 ,56.1 ,65.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Lewis,13433 ,68 ,4.6 ,8.8 ,54.4 ,61.8 ,2.9 ,0 ,0.0 ,0 ,0.0 ,24.2 ,36.4 
Lewis,13473 ,18 ,0.0 ,0.0 ,33.3 ,50.0 ,5.9 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Lewis,13489 ,21 ,15.0 ,9.5 ,47.6 ,61.9 ,4.8 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Lewis,13620 ,103 ,4.0 ,5.8 ,34.0 ,46.6 ,1.9 ,0 ,0.0 ,0 ,0.0 ,24.8 ,28.4 
Lewis,13626 ,95 ,9.7 ,6.3 ,29.5 ,50.5 ,10.6 ,1 ,10.5 ,0 ,0.0 ,17.8 ,26.7 
Lewis,13648 ,51 ,6.4 ,3.9 ,33.3 ,47.1 ,2.0 ,0 ,0.0 ,0 ,0.0 ,12.3 ,12.3
Livingston,14414 ,174 ,7.4 ,3.4 ,29.9 ,41.4 ,3.1 ,0 ,0.0 ,0 ,0.0 ,3.3 ,8.3 
Livingston,14423 ,115 ,9.1 ,7.8 ,33.0 ,33.0 ,0.0 ,2 ,17.4 ,2 ,17.4 ,2.3 ,2.3 
Livingston,14435 ,48 ,4.8 ,6.3 ,47.9 ,43.8 ,9.1 ,0 ,0.0 ,0 ,0.0 ,3.8 ,18.9 
Livingston,14437 ,276 ,12.9 ,7.6 ,51.1 ,63.4 ,8.3 ,1 ,3.6 ,0 ,0.0 ,23.6 ,27.1 
Livingston,14454 ,158 ,9.8 ,7.6 ,42.4 ,38.0 ,5.5 ,0 ,0.0 ,0 ,0.0 ,1.0 ,1.3 
Livingston,14462 ,19 ,5.6 ,5.3 ,26.3 ,57.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Livingston,14480 ,21 ,4.8 ,4.8 ,47.6 ,42.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Livingston,14481 ,57 ,3.8 ,5.3 ,29.8 ,42.1 ,1.9 ,0 ,0.0 ,0 ,0.0 ,27.2 ,40.8 
Livingston,14485 ,111 ,4.9 ,4.5 ,26.1 ,45.9 ,0.9 ,0 ,0.0 ,0 ,0.0 ,6.9 ,9.2 
Livingston,14486 ,12 ,9.1 ,0.0 ,25.0 ,25.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Livingston,14487 ,140 ,11.6 ,5.7 ,34.3 ,32.4 ,3.7 ,1 ,7.1 ,1 ,7.1 ,3.1 ,4.7 
Livingston,14510 ,188 ,9.9 ,7.4 ,63.8 ,66.0 ,3.8 ,0 ,0.0 ,0 ,0.0 ,31.5 ,39.4 
Livingston,14517 ,67 ,6.3 ,9.0 ,52.2 ,56.7 ,1.5 ,1 ,14.9 ,1 ,14.9 ,22.9 ,26.1 
Livingston,14533 ,49 ,0.0 ,4.1 ,44.9 ,42.9 ,2.3 ,0 ,0.0 ,0 ,0.0 ,5.5 ,5.5 
Livingston,14545 ,10 ,0.0 ,10.0 ,40.0 ,20.0 ,20.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Livingston,14560 ,57 ,11.1 ,7.0 ,43.9 ,40.4 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11.3 ,11.3 
Livingston,14836 ,31 ,10.3 ,6.5 ,38.7 ,51.6 ,9.7 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Livingston,14846 ,22 ,9.1 ,9.1 ,31.8 ,59.1 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,*
Madison ,13030 ,113 ,7.1 ,7.1 ,52.2 ,45.1 ,1.8 ,1 ,8.8 ,0 ,0.0 ,11.2 ,22.4 
Madison ,13032 ,391 ,9.3 ,7.7 ,49.9 ,44.2 ,2.6 ,1 ,2.6 ,0 ,0.0 ,16.4 ,25.8 
Madison ,13035 ,144 ,7.9 ,6.3 ,19.6 ,26.6 ,2.8 ,0 ,0.0 ,0 ,0.0 ,0.7 ,2.0 
Madison ,13037 ,262 ,8.5 ,7.3 ,38.2 ,35.9 ,1.5 ,3 ,11.5 ,2 ,7.6 ,8.9 ,16.8 
Madison ,13052 ,45 ,11.1 ,6.7 ,37.8 ,40.0 ,2.2 ,0 ,0.0 ,0 ,0.0 ,0.0 ,5.5 
Madison ,13061 ,22 ,9.5 ,0.0 ,31.8 ,50.0 ,13.6 ,0 ,0.0 ,0 ,0.0 ,8.5 ,8.5 
Madison ,13072 ,26 ,4.3 ,0.0 ,61.5 ,69.2 ,0.0 ,1 ,38.5 ,0 ,0.0 ,47.6 ,47.6 
Madison ,13082 ,99 ,11.1 ,8.1 ,36.4 ,36.4 ,3.0 ,1 ,10.1 ,1 ,10.1 ,6.0 ,11.9 
Madison ,13122 ,34 ,14.7 ,2.9 ,20.6 ,35.3 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Madison ,13310 ,17 ,11.8 ,5.9 ,64.7 ,29.4 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6.1 ,6.1 
Madison ,13332 ,106 ,10.6 ,5.7 ,43.4 ,47.2 ,14.9 ,0 ,0.0 ,0 ,0.0 ,16.1 ,28.1 
Madison ,13334 ,49 ,7.9 ,12.2 ,36.7 ,51.0 ,9.3 ,2 ,40.8 ,2 ,40.8 ,5.8 ,5.8 
Madison ,13346 ,106 ,10.6 ,3.8 ,34.0 ,32.1 ,0.9 ,0 ,0.0 ,0 ,0.0 ,1.0 ,1.6 
Madison ,13355 ,28 ,7.4 ,3.6 ,60.7 ,42.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Madison ,13402 ,48 ,6.5 ,4.2 ,54.2 ,59.6 ,4.2 ,0 ,0.0 ,0 ,0.0 ,17.5 ,43.9 
Madison ,13408 ,62 ,9.8 ,6.5 ,45.2 ,50.0 ,1.6 ,2 ,32.3 ,1 ,16.1 ,5.4 ,7.6 
Madison ,13409 ,90 ,12.0 ,11.1 ,48.9 ,46.1 ,5.6 ,1 ,11.1 ,0 ,0.0 ,20.0 ,23.3 
Madison ,13421 ,448 ,9.5 ,6.7 ,56.3 ,50.2 ,2.2 ,1 ,2.2 ,0 ,0.0 ,24.8 ,34.6 
Madison ,13485 ,76 ,13.8 ,15.8 ,51.3 ,55.3 ,13.0 ,0 ,0.0 ,0 ,0.0 ,26.0 ,36.5
Monroe,14420 ,445 ,5.7 ,5.8 ,35.5 ,35.1 ,2.3 ,3 ,6.7 ,3 ,6.7 ,2.5 ,5.1 
Monroe,14428 ,217 ,9.5 ,4.1 ,25.3 ,25.8 ,2.9 ,0 ,0.0 ,0 ,0.0 ,2.4 ,4.8 
Monroe,14445 ,287 ,6.8 ,5.9 ,38.3 ,43.9 ,3.0 ,0 ,0.0 ,0 ,0.0 ,3.9 ,8.6 
Monroe,14450 ,"1,113 ",9.4 ,6.6 ,18.1 ,19.5 ,1.6 ,4 ,3.6 ,4 ,3.6 ,3.2 ,4.5 
Monroe,14464 ,206 ,10.5 ,9.2 ,40.3 ,47.3 ,0.5 ,2 ,9.7 ,1 ,4.9 ,11.4 ,12.6 
Monroe,14467 ,279 ,9.8 ,7.5 ,25.1 ,35.8 ,0.8 ,1 ,3.6 ,1 ,3.6 ,3.5 ,7.0 
Monroe,14468 ,491 ,8.8 ,6.5 ,26.3 ,31.4 ,0.4 ,3 ,6.1 ,1 ,2.0 ,7.5 ,10.8 
Monroe,14472 ,185 ,6.9 ,6.5 ,22.2 ,18.4 ,2.9 ,1 ,5.4 ,1 ,5.4 ,0.0 ,0.0 
Monroe,14506 ,23 ,9.5 ,0.0 ,13.0 ,8.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,6.4 ,6.4 
Monroe,14514 ,195 ,9.7 ,8.2 ,23.6 ,27.8 ,2.8 ,1 ,5.1 ,1 ,5.1 ,1.9 ,2.9 
Monroe,14526 ,588 ,8.4 ,5.8 ,12.8 ,12.2 ,1.3 ,2 ,3.4 ,0 ,0.0 ,2.5 ,5.4 
Monroe,14534 ,651 ,10.0 ,6.6 ,6.5 ,8.3 ,2.0 ,2 ,3.1 ,0 ,0.0 ,0.6 ,2.0 
Monroe,14543 ,69 ,13.2 ,4.3 ,20.3 ,18.8 ,1.5 ,0 ,0.0 ,0 ,0.0 ,3.6 ,14.3 
Monroe,14546 ,136 ,5.4 ,1.5 ,34.6 ,30.1 ,0.8 ,0 ,0.0 ,0 ,0.0 ,5.6 ,11.3 
Monroe,14559 ,514 ,10.0 ,7.6 ,23.5 ,28.8 ,2.3 ,0 ,0.0 ,0 ,0.0 ,2.7 ,4.4 
Monroe,14580 ,"1,390 ",8.3 ,5.8 ,20.6 ,22.3 ,1.6 ,6 ,4.3 ,5 ,3.6 ,3.4 ,6.6 
Monroe,14586 ,414 ,6.9 ,6.0 ,15.7 ,17.6 ,0.5 ,2 ,4.8 ,1 ,2.4 ,0.9 ,7.1 
Monroe,14604 ,59 ,13.5 ,10.2 ,74.6 ,78.0 ,9.3 ,1 ,16.9 ,0 ,0.0 ,33.3 ,40.0 
Monroe,14605 ,626 ,16.2 ,10.9 ,84.8 ,92.8 ,5.5 ,8 ,12.8 ,6 ,9.6 ,51.6 ,72.1 
Monroe,14606 ,"1,119 ",10.3 ,9.1 ,59.2 ,66.4 ,4.5 ,14 ,12.5 ,10 ,8.9 ,29.0 ,43.8 
Monroe,14607 ,309 ,7.7 ,5.5 ,50.6 ,47.6 ,2.1 ,2 ,6.5 ,1 ,3.2 ,13.1 ,32.8 
Monroe,14608 ,660 ,15.1 ,13.6 ,75.0 ,88.5 ,5.0 ,6 ,9.1 ,6 ,9.1 ,50.8 ,81.9 
Monroe,14609 ,"1,941 ",12.3 ,10.1 ,62.5 ,65.3 ,4.0 ,20 ,10.3 ,16 ,8.2 ,35.9 ,52.8 
Monroe,14610 ,405 ,7.9 ,4.0 ,19.8 ,19.5 ,1.8 ,2 ,4.9 ,1 ,2.5 ,4.6 ,9.2 
Monroe,14611 ,898 ,15.3 ,14.0 ,83.7 ,85.9 ,5.6 ,12 ,13.4 ,9 ,10.0 ,52.2 ,78.5 
