County,ZIP Code,Total Births 2014-2016,Premature Birth Perc,Low Birth Rate Perc,Out of Wedlock Perc,Medicaid or Self-Pay Perc,Late or No Prenatal Care Perc,Infant Deaths 2014-2016 per 1000 Live Births,Infant Deaths Rate per 1000 Live Births,Neonatal Deaths 2014-2016 per 1000 Live Births,Neonatal Dearths Rate per 1000 Live Births,Teen Birth Rate per 1000,Teen Pregnancy Rate per 1000
Onondaga,13031 ,455 ,6.6 ,4.6 ,24.4 ,25.9 ,0.9 ,3 ,6.6 ,2 ,4.4 ,5.4 ,7.5 
Onondaga,13039 ,489 ,6.8 ,5.7 ,26.2 ,24.5 ,2.0 ,2 ,4.1 ,1 ,2.0 ,3.7 ,5.2 
Onondaga,13041 ,387 ,7.5 ,7.0 ,26.6 ,24.8 ,1.3 ,3 ,7.8 ,2 ,5.2 ,6.8 ,16.2 
Onondaga,13057 ,402 ,11.0 ,8.0 ,41.5 ,40.5 ,1.7 ,1 ,2.5 ,1 ,2.5 ,13.6 ,25.5 
Onondaga,13060 ,87 ,4.6 ,2.3 ,49.4 ,46.0 ,2.3 ,0 ,0.0 ,0 ,0.0 ,23.3 ,30.0 
Onondaga,13063 ,74 ,5.5 ,5.4 ,29.7 ,31.1 ,5.4 ,0 ,0.0 ,0 ,0.0 ,9.0 ,22.5 
Onondaga,13066 ,277 ,6.5 ,4.7 ,18.4 ,16.2 ,2.5 ,1 ,3.6 ,1 ,3.6 ,0.8 ,3.3 
Onondaga,13078 ,242 ,9.2 ,8.7 ,16.9 ,21.1 ,2.9 ,3 ,12.4 ,2 ,8.3 ,2.1 ,10.3 
Onondaga,13080 ,79 ,12.7 ,8.9 ,36.7 ,36.7 ,1.3 ,1 ,12.7 ,1 ,12.7 ,15.2 ,21.2 
Onondaga,13084 ,157 ,6.4 ,6.4 ,33.1 ,35.7 ,4.5 ,2 ,12.7 ,2 ,12.7 ,9.9 ,12.3 
Onondaga,13088 ,678 ,11.0 ,8.6 ,36.9 ,34.7 ,2.5 ,0 ,0.0 ,0 ,0.0 ,15.2 ,25.4 
Onondaga,13090 ,"1,065 ",9.0 ,6.9 ,31.3 ,32.5 ,1.6 ,8 ,7.5 ,6 ,5.6 ,11.2 ,18.2 
Onondaga,13104 ,378 ,5.3 ,5.6 ,14.3 ,15.6 ,0.5 ,2 ,5.3 ,2 ,5.3 ,2.7 ,4.3 
Onondaga,13108 ,129 ,4.7 ,5.4 ,27.1 ,23.3 ,0.8 ,0 ,0.0 ,0 ,0.0 ,0.0 ,6.3 
Onondaga,13110 ,59 ,5.1 ,8.5 ,35.6 ,32.2 ,1.7 ,0 ,0.0 ,0 ,0.0 ,8.8 ,13.2 
Onondaga,13112 ,52 ,3.8 ,0.0 ,36.5 ,34.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11.7 ,11.7 
Onondaga,13116 ,121 ,9.1 ,10.7 ,21.5 ,26.4 ,1.7 ,0 ,0.0 ,0 ,0.0 ,3.3 ,10.0 
Onondaga,13120 ,131 ,10.1 ,6.1 ,75.6 ,68.7 ,3.8 ,0 ,0.0 ,0 ,0.0 ,84.5 ,98.6 
Onondaga,13152 ,156 ,5.8 ,5.1 ,18.6 ,23.1 ,0.6 ,0 ,0.0 ,0 ,0.0 ,3.5 ,3.5 
Onondaga,13159 ,111 ,10.1 ,7.2 ,25.2 ,27.9 ,1.8 ,0 ,0.0 ,0 ,0.0 ,0.0 ,5.1 
Onondaga,13164 ,120 ,7.5 ,5.8 ,18.3 ,20.0 ,1.7 ,0 ,0.0 ,0 ,0.0 ,0.0 ,10.9 
Onondaga,13202 ,304 ,12.3 ,10.9 ,69.1 ,83.2 ,5.3 ,1 ,3.3 ,1 ,3.3 ,76.1 ,104.9 
Onondaga,13203 ,732 ,11.3 ,10.0 ,52.9 ,81.3 ,6.4 ,8 ,10.9 ,6 ,8.2 ,40.4 ,57.1 
Onondaga,13204 ,"1,139 ",10.8 ,10.4 ,80.9 ,83.8 ,7.0 ,5 ,4.4 ,4 ,3.5 ,61.3 ,85.0 
Onondaga,13205 ,885 ,13.0 ,11.1 ,77.4 ,79.4 ,5.8 ,16 ,18.1 ,12 ,13.6 ,51.5 ,85.7 
Onondaga,13206 ,712 ,13.4 ,10.1 ,56.5 ,60.3 ,3.5 ,7 ,9.8 ,5 ,7.0 ,29.3 ,50.3 
Onondaga,13207 ,547 ,10.3 ,10.2 ,68.9 ,68.7 ,5.5 ,8 ,14.6 ,4 ,7.3 ,34.0 ,56.0 
Onondaga,13208 ,"1,313 ",12.4 ,10.3 ,55.6 ,82.2 ,6.4 ,16 ,12.2 ,11 ,8.4 ,49.8 ,73.3 
Onondaga,13209 ,398 ,10.1 ,5.5 ,50.0 ,54.0 ,3.0 ,1 ,2.5 ,1 ,2.5 ,18.4 ,29.5 
Onondaga,13210 ,548 ,9.9 ,8.6 ,52.2 ,64.1 ,3.8 ,0 ,0.0 ,0 ,0.0 ,3.3 ,7.1 
Onondaga,13211 ,268 ,11.2 ,6.3 ,56.3 ,57.5 ,3.0 ,0 ,0.0 ,0 ,0.0 ,29.1 ,38.8 
Onondaga,13212 ,626 ,9.3 ,7.0 ,40.9 ,39.8 ,2.9 ,2 ,3.2 ,2 ,3.2 ,14.1 ,23.9 
Onondaga,13214 ,239 ,6.8 ,6.7 ,28.5 ,28.9 ,2.5 ,1 ,4.2 ,1 ,4.2 ,2.0 ,5.6 
Onondaga,13215 ,343 ,7.9 ,7.0 ,21.3 ,20.7 ,1.2 ,1 ,2.9 ,1 ,2.9 ,1.3 ,3.4 
Onondaga,13219 ,469 ,9.7 ,6.2 ,26.9 ,24.8 ,2.3 ,0 ,0.0 ,0 ,0.0 ,7.7 ,13.1 
Onondaga,13224 ,285 ,10.9 ,7.4 ,52.3 ,56.8 ,2.5 ,3 ,10.5 ,1 ,3.5 ,21.5 ,32.9
Ontario,14424 ,705 ,9.6 ,7.1 ,40.1 ,46.4 ,1.9 ,4 ,5.7 ,3 ,4.3 ,9.4 ,15.3 
Ontario,14425 ,479 ,7.5 ,6.1 ,31.5 ,31.3 ,2.6 ,1 ,2.1 ,1 ,2.1 ,9.6 ,18.3 
Ontario,14432 ,152 ,9.5 ,6.6 ,37.5 ,48.0 ,2.0 ,0 ,0.0 ,0 ,0.0 ,12.0 ,16.1 
Ontario,14456 ,662 ,8.9 ,6.5 ,52.0 ,61.2 ,3.3 ,2 ,3.0 ,2 ,3.0 ,11.2 ,17.3 
Ontario,14466 ,46 ,10.9 ,4.3 ,30.4 ,32.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,11.5 ,11.5 
Ontario,14469 ,155 ,8.1 ,5.8 ,34.2 ,40.0 ,0.7 ,0 ,0.0 ,0 ,0.0 ,11.9 ,18.7 
Ontario,14471 ,48 ,14.9 ,6.3 ,50.0 ,47.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,10.8 ,16.1 
Ontario,14504 ,52 ,12.8 ,9.6 ,69.2 ,59.6 ,4.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,15.9 
Ontario,14512 ,106 ,8.0 ,2.8 ,41.5 ,58.5 ,4.0 ,0 ,0.0 ,0 ,0.0 ,16.3 ,21.0 
Ontario,14532 ,124 ,9.8 ,5.6 ,37.1 ,53.7 ,0.0 ,1 ,8.1 ,1 ,8.1 ,6.8 ,9.1 
Ontario,14548 ,116 ,7.3 ,6.9 ,50.0 ,54.3 ,1.8 ,2 ,17.2 ,2 ,17.2 ,10.5 ,15.7 
Ontario,14561 ,103 ,3.1 ,1.9 ,27.2 ,60.2 ,2.0 ,1 ,9.7 ,0 ,0.0 ,15.0 ,15.0 
Ontario,14564 ,336 ,7.9 ,7.1 ,12.8 ,14.3 ,1.0 ,3 ,8.9 ,2 ,6.0 ,1.1 ,2.2
Orange,10916 ,96 ,14.1 ,9.4 ,22.9 ,17.7 ,3.2 ,0 ,0.0 ,0 ,0.0 ,3.9 ,17.4 
Orange,10917 ,47 ,15.2 ,12.8 ,21.3 ,27.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,8.8 
Orange,10918 ,287 ,11.6 ,8.4 ,24.7 ,21.7 ,2.5 ,1 ,3.5 ,1 ,3.5 ,5.2 ,11.2 
Orange,10919 ,27 ,14.8 ,7.4 ,33.3 ,40.7 ,11.1 ,0 ,0.0 ,0 ,0.0 ,19.6 ,19.6 
Orange,10921 ,98 ,12.4 ,8.2 ,30.6 ,24.5 ,0.0 ,2 ,20.4 ,1 ,10.2 ,6.7 ,15.7 
Orange,10924 ,305 ,7.4 ,3.9 ,24.9 ,29.5 ,4.6 ,0 ,0.0 ,0 ,0.0 ,6.2 ,15.2 
Orange,10925 ,114 ,9.2 ,5.3 ,21.2 ,30.0 ,2.7 ,0 ,0.0 ,0 ,0.0 ,2.5 ,9.9 
Orange,10926 ,106 ,11.7 ,10.4 ,21.7 ,35.6 ,5.9 ,2 ,18.9 ,2 ,18.9 ,9.9 ,16.5 
Orange,10928 ,208 ,5.7 ,3.4 ,36.5 ,33.2 ,4.3 ,1 ,4.8 ,0 ,0.0 ,9.4 ,18.8 
Orange,10930 ,206 ,7.8 ,3.4 ,24.4 ,34.3 ,5.5 ,0 ,0.0 ,0 ,0.0 ,4.4 ,11.4 
Orange,10940 ,"1,833 ",11.4 ,8.7 ,55.6 ,57.5 ,6.3 ,18 ,9.8 ,15 ,8.2 ,21.1 ,39.3 
Orange,10941 ,388 ,11.4 ,8.8 ,47.7 ,40.8 ,5.4 ,2 ,5.2 ,1 ,2.6 ,11.0 ,21.3 
Orange,10950 ,"4,497 ",7.0 ,5.0 ,5.3 ,77.2 ,1.9 ,14 ,3.1 ,7 ,1.6 ,24.2 ,28.4 
Orange,10958 ,92 ,6.5 ,8.7 ,25.0 ,32.6 ,1.1 ,2 ,21.7 ,2 ,21.7 ,2.7 ,8.0 
Orange,10963 ,88 ,9.6 ,8.0 ,48.3 ,39.5 ,6.8 ,0 ,0.0 ,0 ,0.0 ,3.4 ,13.5 
Orange,10969 ,41 ,4.9 ,4.9 ,24.4 ,40.0 ,2.4 ,0 ,0.0 ,0 ,0.0 ,0.0 ,7.1 
Orange,10973 ,67 ,19.7 ,13.4 ,25.4 ,25.4 ,4.8 ,0 ,0.0 ,0 ,0.0 ,4.2 ,4.2 
Orange,10975 ,10 ,0.0 ,10.0 ,30.0 ,50.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Orange,10987 ,49 ,11.6 ,10.2 ,16.3 ,36.4 ,4.3 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Orange,10990 ,413 ,10.5 ,8.5 ,28.6 ,25.8 ,1.7 ,1 ,2.4 ,0 ,0.0 ,4.2 ,14.0 
Orange,10992 ,198 ,7.3 ,3.0 ,24.2 ,19.8 ,4.6 ,1 ,5.1 ,0 ,0.0 ,0.9 ,11.0 
Orange,10996 ,248 ,6.5 ,2.8 ,3.3 ,1.2 ,6.9 ,0 ,0.0 ,0 ,0.0 ,0.0 ,0.0 
Orange,10998 ,112 ,16.2 ,8.9 ,28.8 ,27.0 ,2.7 ,1 ,8.9 ,1 ,8.9 ,5.6 ,16.8 
Orange,12518 ,117 ,3.7 ,4.3 ,28.2 ,21.4 ,6.3 ,0 ,0.0 ,0 ,0.0 ,1.5 ,6.1 
Orange,12520 ,86 ,13.2 ,4.7 ,19.8 ,12.8 ,3.8 ,0 ,0.0 ,0 ,0.0 ,0.0 ,6.1 
Orange,12543 ,94 ,12.4 ,8.5 ,41.5 ,40.4 ,5.5 ,1 ,10.6 ,1 ,10.6 ,18.7 ,26.7 
Orange,12549 ,264 ,8.6 ,6.4 ,25.8 ,23.1 ,3.1 ,0 ,0.0 ,0 ,0.0 ,1.7 ,10.2 
Orange,12550 ,"2,232 ",11.6 ,8.4 ,62.2 ,66.8 ,6.1 ,14 ,6.3 ,11 ,4.9 ,26.1 ,53.7 
Orange,12553 ,752 ,10.9 ,7.7 ,38.9 ,41.8 ,4.3 ,4 ,5.3 ,2 ,2.7 ,10.9 ,19.6 
Orange,12575 ,68 ,15.2 ,13.2 ,22.1 ,17.9 ,1.5 ,2 ,29.4 ,1 ,14.7 ,0.0 ,7.2 
Orange,12577 ,52 ,13.7 ,7.7 ,26.9 ,25.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,4.2 ,16.7 
Orange,12586 ,407 ,10.7 ,7.1 ,41.0 ,41.9 ,4.2 ,1 ,2.5 ,1 ,2.5 ,6.5 ,16.5 
Orange,12729 ,91 ,4.5 ,8.8 ,57.1 ,57.1 ,2.2 ,0 ,0.0 ,0 ,0.0 ,51.3 ,71.8 
Orange,12746 ,23 ,26.1 ,21.7 ,26.1 ,17.4 ,0.0 ,1 ,43.5 ,1 ,43.5 ,0.0 ,26.3 
Orange,12771 ,488 ,12.1 ,9.6 ,57.7 ,56.1 ,6.0 ,3 ,6.1 ,3 ,6.1 ,20.1 ,40.9 
Orange,12780 ,62 ,14.5 ,11.3 ,54.8 ,54.8 ,9.7 ,0 ,0.0 ,0 ,0.0 ,8.8 ,26.3
Orleans,14098 ,101 ,9.3 ,6.9 ,39.6 ,51.5 ,7.1 ,0 ,0.0 ,0 ,0.0 ,31.7 ,34.9 
Orleans,14103 ,361 ,11.9 ,9.1 ,57.3 ,60.3 ,4.3 ,8 ,22.2 ,8 ,22.2 ,27.1 ,31.2 
Orleans,14411 ,427 ,11.0 ,7.0 ,53.9 ,63.2 ,1.9 ,2 ,4.7 ,2 ,4.7 ,25.6 ,35.0 
Orleans,14470 ,238 ,9.8 ,8.4 ,41.6 ,47.9 ,1.7 ,1 ,4.2 ,1 ,4.2 ,17.8 ,28.0 
Orleans,14476 ,58 ,5.5 ,1.7 ,41.4 ,46.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,18.3 ,22.8 
Orleans,14477 ,39 ,5.7 ,2.6 ,48.7 ,53.8 ,2.6 ,1 ,25.6 ,1 ,25.6 ,0.0 ,5.4 
Orleans,14571 ,28 ,7.4 ,3.6 ,39.3 ,60.7 ,11.1 ,0 ,0.0 ,0 ,0.0 ,10.4 ,10.4
Oswego,13028 ,44 ,9.1 ,4.5 ,50.0 ,54.5 ,0.0 ,0 ,0.0 ,0 ,0.0 ,18.5 ,18.5 
Oswego,13036 ,220 ,8.7 ,6.4 ,53.2 ,49.5 ,3.2 ,1 ,4.5 ,1 ,4.5 ,11.8 ,21.2 
Oswego,13042 ,52 ,7.7 ,5.8 ,53.8 ,51.9 ,0.0 ,0 ,0.0 ,0 ,0.0 ,8.4 ,12.7 
Oswego,13044 ,71 ,5.6 ,5.6 ,50.7 ,45.1 ,0.0 ,0 ,0.0 ,0 ,0.0 ,23.8 ,23.8 
Oswego,13069 ,915 ,9.9 ,6.4 ,59.8 ,65.0 ,3.3 ,9 ,9.8 ,6 ,6.6 ,39.0 ,41.5 
Oswego,13074 ,136 ,9.8 ,8.8 ,55.1 ,60.3 ,3.7 ,0 ,0.0 ,0 ,0.0 ,25.0 ,28.9 
Oswego,13076 ,72 ,11.1 ,4.2 ,55.6 ,65.3 ,4.2 ,0 ,0.0 ,0 ,0.0 ,51.9 ,56.3 
Oswego,13083 ,59 ,14.0 ,10.2 ,40.7 ,52.5 ,3.5 ,1 ,16.9 ,1 ,16.9 ,5.0 ,5.0 
Oswego,13103 ,17 ,17.6 ,17.6 ,64.7 ,64.7 ,0.0 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Oswego,13114 ,227 ,9.8 ,9.3 ,47.1 ,52.2 ,3.6 ,1 ,4.4 ,1 ,4.4 ,15.3 ,20.8 
Oswego,13126 ,"1,067 ",9.8 ,6.8 ,53.5 ,57.3 ,2.6 ,5 ,4.7 ,3 ,2.8 ,14.4 ,18.1 
Oswego,13131 ,130 ,10.1 ,6.9 ,53.8 ,50.8 ,3.1 ,0 ,0.0 ,0 ,0.0 ,18.9 ,21.3 
Oswego,13132 ,98 ,5.1 ,3.1 ,58.2 ,56.1 ,4.1 ,1 ,10.2 ,1 ,10.2 ,26.3 ,35.1 
Oswego,13135 ,201 ,6.0 ,8.5 ,48.8 ,47.3 ,3.0 ,0 ,0.0 ,0 ,0.0 ,20.5 ,22.1 
Oswego,13142 ,190 ,8.4 ,4.7 ,41.1 ,45.3 ,5.6 ,1 ,5.3 ,1 ,5.3 ,21.3 ,26.3 
Oswego,13144 ,51 ,13.6 ,5.9 ,52.9 ,54.9 ,8.9 ,0 ,0.0 ,0 ,0.0 ,26.3 ,26.3 
Oswego,13145 ,56 ,8.9 ,8.9 ,39.3 ,44.6 ,0.0 ,0 ,0.0 ,0 ,0.0 ,12.1 ,12.1 
Oswego,13167 ,97 ,8.2 ,9.3 ,55.7 ,56.7 ,5.2 ,0 ,0.0 ,0 ,0.0 ,19.2 ,23.0 
Oswego,13302 ,61 ,15.8 ,13.1 ,77.0 ,78.7 ,11.7 ,0 ,0.0 ,0 ,0.0 ,19.3 ,19.3 
Oswego,13437 ,14 ,0.0 ,0.0 ,42.9 ,64.3 ,7.1 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Oswego,13493 ,79 ,9.0 ,8.9 ,53.2 ,53.2 ,7.5 ,1 ,12.7 ,1 ,12.7 ,22.5 ,31.5
Otsego,12116 ,59 ,5.5 ,10.2 ,52.5 ,54.2 ,6.9 ,0 ,0.0 ,0 ,0.0 ,29.6 ,29.6 
Otsego,12155 ,43 ,9.8 ,4.7 ,41.9 ,30.2 ,2.3 ,0 ,0.0 ,0 ,0.0 ,6.0 ,6.0 
Otsego,12197 ,62 ,4.8 ,9.7 ,33.9 ,27.4 ,3.2 ,1 ,16.1 ,1 ,16.1 ,4.7 ,4.7 
Otsego,13315 ,43 ,15.4 ,7.0 ,48.8 ,46.5 ,2.4 ,0 ,0.0 ,0 ,0.0 ,39.7 ,47.6 
Otsego,13320 ,53 ,11.8 ,5.7 ,34.0 ,22.6 ,3.8 ,0 ,0.0 ,0 ,0.0 ,11.7 ,17.5 
Otsego,13326 ,110 ,7.4 ,6.4 ,32.7 ,23.6 ,0.9 ,2 ,18.2 ,2 ,18.2 ,4.6 ,13.7 
Otsego,13335 ,70 ,9.5 ,2.9 ,35.7 ,54.3 ,28.8 ,3 ,42.9 ,2 ,28.6 ,19.2 ,32.1 
Otsego,13337 ,14 ,15.4 ,21.4 ,28.6 ,0.0 ,7.1 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Otsego,13348 ,54 ,9.6 ,5.6 ,48.1 ,37.0 ,1.9 ,0 ,0.0 ,0 ,0.0 ,47.6 ,47.6 
Otsego,13439 ,136 ,8.3 ,5.9 ,46.3 ,47.1 ,3.7 ,0 ,0.0 ,0 ,0.0 ,8.1 ,16.3 
Otsego,13468 ,16 ,0.0 ,0.0 ,25.0 ,62.5 ,18.8 ,0 ,0.0 ,0 ,0.0 ,* ,* 
Otsego,13488 ,14 ,15.4 ,14.3 ,42.9 ,57.1 ,0.0 ,3 ,214.3 ,3 ,214.3 ,* ,* 
Otsego,13796 ,42 ,7.9 ,9.5 ,42.9 ,52.4 ,2.4 ,0 ,0.0 ,0 ,0.0 ,9.0 ,18.0 
Otsego,13807 ,37 ,10.8 ,5.4 ,51.4 ,40.5 ,0.0 ,0 ,0.0 ,0 ,0.0 ,17.1 ,17.1 
Otsego,13808 ,40 ,17.9 ,10.0 ,37.5 ,45.0 ,0.0 ,0 ,0.0 ,0 ,0.0 ,13.1 ,13.1 
Otsego,13810 ,30 ,6.9 ,6.7 ,46.7 ,46.7 ,0.0 ,1 ,33.3 ,0 ,0.0 ,19.0 ,28.6 
Otsego,13820 ,430 ,7.7 ,7.4 ,41.5 ,42.6 ,2.6 ,1 ,2.3 ,1 ,2.3 ,2.1 ,4.8 
Otsego,13825 ,87 ,17.9 ,6.9 ,43.7 ,47.1 ,3.5 ,0 ,0.0 ,0 ,0.0 ,11.8 ,15.7 
Otsego,13849 ,119 ,12.4 ,10.1 ,57.1 ,48.7 ,5.0 ,0 ,0.0 ,0 ,0.0 ,16.4 ,24.6 
Otsego,13861 ,20 ,11.1 ,0.0 ,35.0 ,50.0 ,5.0 ,0 ,0.0 ,0 ,0.0 ,* ,*
Putnam,10509 ,592 ,10.9 ,7.3 ,30.4 ,37.4 ,2.0 ,2 ,3.4 ,0 ,0.0 ,4.7 ,8.9 
Putnam,10512 ,639 ,11.0 ,7.7 ,29.1 ,25.8 ,2.2 ,1 ,1.6 ,1 ,1.6 ,4.0 ,8.9 
Putnam,10516 ,112 ,9.3 ,7.1 ,17.9 ,22.5 ,4.5 ,0 ,0.0 ,0 ,0.0 ,0.0 ,7.8 
Putnam,10524 ,68 ,9.7 ,5.9 ,11.9 ,7.5 ,6.0 ,0 ,0.0 ,0 ,0.0 ,2.2 ,2.2 
Putnam,10537 ,61 ,5.3 ,6.6 ,31.7 ,32.2 ,3.3 ,0 ,0.0 ,0 ,0.0 ,19.9 ,29.9 
Putnam,10541 ,626 ,11.1 ,8.3 ,22.1 ,24.4 ,2.4 ,1 ,1.6 ,1 ,1.6 ,2.0 ,6.6 
Putnam,10579 ,209 ,9.5 ,5.3 ,13.9 ,15.2 ,1.0 ,0 ,0.0 ,0 ,0.0 ,0.0 ,2.2 
Putnam,12563 ,148 ,12.3 ,8.1 ,28.2 ,36.2 ,4.1 ,1 ,6.8 ,1 ,6.8 ,2.8 ,2.8
Queens,11004 ,421 ,9.3 ,7.1 ,12.6 ,31.6 ,2.4 ,1 ,2.4 ,1 ,2.4 ,2.2 ,
Queens,11101 ,"1,533 ",11.9 ,9.9 ,27.3 ,35.5 ,5.0 ,8 ,5.2 ,6 ,3.9 ,12.9 ,
Queens,11102 ,"1,307 ",9.9 ,7.5 ,30.2 ,49.5 ,10.1 ,5 ,3.8 ,4 ,3.1 ,19.2 ,
Queens,11103 ,"1,196 ",7.1 ,4.5 ,21.7 ,46.7 ,7.3 ,3 ,2.5 ,3 ,2.5 ,6.9 ,
Queens,11104 ,966 ,8.1 ,6.1 ,24.0 ,43.7 ,6.4 ,3 ,3.1 ,2 ,2.1 ,8.5 ,
Queens,11105 ,"1,232 ",9.9 ,6.2 ,16.4 ,33.3 ,5.7 ,5 ,4.1 ,5 ,4.1 ,2.9 ,
Queens,11106 ,"1,424 ",10.8 ,8.4 ,26.6 ,48.1 ,8.4 ,6 ,4.2 ,5 ,3.5 ,14.8 ,
Queens,11109 ,647 ,8.5 ,7.0 ,8.5 ,3.7 ,2.8 ,3 ,4.6 ,2 ,3.1 ,* ,
Queens,11354 ,"2,153 ",6.5 ,5.7 ,27.5 ,70.1 ,7.1 ,5 ,2.3 ,3 ,1.4 ,12.0 ,
Queens,11355 ,"4,195 ",6.5 ,5.3 ,27.1 ,82.2 ,8.5 ,12 ,2.9 ,6 ,1.4 ,8.4 ,
Queens,11356 ,"1,068 ",8.7 ,7.7 ,36.1 ,71.5 ,5.1 ,2 ,1.9 ,2 ,1.9 ,8.7 ,
Queens,11357 ,"1,201 ",8.6 ,6.1 ,16.7 ,30.8 ,2.9 ,1 ,0.8 ,1 ,0.8 ,2.5 ,
Queens,11358 ,"1,283 ",9.0 ,6.3 ,26.2 ,51.7 ,3.8 ,5 ,3.9 ,2 ,1.6 ,6.5 ,
Queens,11360 ,541 ,10.8 ,8.1 ,14.2 ,20.7 ,2.4 ,3 ,5.5 ,2 ,3.7 ,1.0 ,
Queens,11361 ,839 ,7.2 ,5.4 ,18.8 ,35.2 ,4.3 ,2 ,2.4 ,0 ,0.0 ,3.9 ,
Queens,11362 ,484 ,10.4 ,8.3 ,11.6 ,25.4 ,3.5 ,2 ,4.1 ,2 ,4.1 ,0.7 ,
Queens,11363 ,151 ,6.7 ,7.9 ,11.3 ,20.5 ,1.3 ,0 ,0.0 ,0 ,0.0 ,0.0 ,
Queens,11364 ,999 ,7.1 ,7.1 ,16.0 ,34.4 ,3.9 ,2 ,2.0 ,2 ,2.0 ,1.9 ,
Queens,11365 ,"1,621 ",8.1 ,6.9 ,25.4 ,50.1 ,5.7 ,2 ,1.2 ,2 ,1.2 ,6.0 ,
Queens,11366 ,506 ,8.2 ,5.7 ,25.5 ,46.3 ,4.0 ,2 ,4.0 ,2 ,4.0 ,2.4 ,
Queens,11367 ,"2,506 ",7.7 ,6.5 ,20.3 ,46.9 ,3.8 ,4 ,1.6 ,2 ,0.8 ,6.5 ,
Queens,11368 ,"6,169 ",10.6 ,6.6 ,60.9 ,89.5 ,7.9 ,22 ,3.6 ,16 ,2.6 ,36.5 ,
Queens,11369 ,"1,632 ",10.8 ,7.7 ,54.4 ,81.9 ,9.0 ,8 ,4.9 ,3 ,1.8 ,23.4 ,
Queens,11370 ,"1,110 ",9.8 ,7.7 ,32.6 ,66.5 ,9.3 ,7 ,6.3 ,3 ,2.7 ,11.9 ,
Queens,11372 ,"2,766 ",10.3 ,7.3 ,41.1 ,70.7 ,7.2 ,9 ,3.3 ,5 ,1.8 ,19.9 ,
Queens,11373 ,"4,410 ",10.9 ,7.2 ,39.2 ,78.8 ,7.8 ,15 ,3.4 ,13 ,2.9 ,16.0 ,
Queens,11374 ,"1,910 ",8.2 ,6.6 ,25.4 ,44.2 ,3.6 ,5 ,2.6 ,2 ,1.0 ,6.7 ,
Queens,11375 ,"2,980 ",7.5 ,6.0 ,15.7 ,26.3 ,2.4 ,8 ,2.7 ,5 ,1.7 ,4.1 ,
Queens,11377 ,"3,370 ",9.8 ,7.5 ,34.5 ,70.1 ,7.7 ,13 ,3.9 ,8 ,2.4 ,11.8 ,
Queens,11378 ,"1,219 ",9.9 ,5.7 ,33.6 ,56.9 ,5.7 ,4 ,3.3 ,2 ,1.6 ,6.9 ,
Queens,11379 ,"1,091 ",9.0 ,7.8 ,25.8 ,36.2 ,3.3 ,1 ,0.9 ,1 ,0.9 ,4.2 ,
Queens,11385 ,"4,084 ",9.9 ,6.6 ,40.1 ,62.9 ,7.1 ,10 ,2.4 ,6 ,1.5 ,20.2 ,
Queens,11411 ,564 ,13.7 ,11.9 ,56.8 ,51.8 ,9.7 ,3 ,5.3 ,1 ,1.8 ,15.0 ,
Queens,11412 ,"1,252 ",14.4 ,11.7 ,57.7 ,55.8 ,9.5 ,5 ,4.0 ,3 ,2.4 ,13.8 ,
Queens,11413 ,"1,286 ",13.9 ,12.8 ,59.3 ,58.1 ,10.4 ,11 ,8.6 ,9 ,7.0 ,12.0 ,
Queens,11414 ,730 ,10.1 ,6.7 ,30.0 ,29.1 ,2.1 ,4 ,5.5 ,4 ,5.5 ,4.2 ,
Queens,11415 ,817 ,9.6 ,8.1 ,20.0 ,39.8 ,3.8 ,3 ,3.7 ,2 ,2.4 ,8.3 ,
Queens,11416 ,"1,157 ",11.2 ,10.0 ,36.5 ,74.9 ,6.7 ,4 ,3.5 ,3 ,2.6 ,14.7 ,
Queens,11417 ,"1,103 ",11.7 ,9.5 ,36.3 ,62.5 ,6.8 ,4 ,3.6 ,3 ,2.7 ,14.3 ,
Queens,11418 ,"1,626 ",9.8 ,8.5 ,40.7 ,69.2 ,8.0 ,9 ,5.5 ,8 ,4.9 ,16.3 ,
Queens,11419 ,"1,709 ",12.0 ,11.6 ,37.4 ,72.7 ,10.8 ,8 ,4.7 ,8 ,4.7 ,15.1 ,
Queens,11420 ,"1,727 ",11.4 ,12.5 ,40.6 ,65.9 ,9.9 ,7 ,4.1 ,4 ,2.3 ,11.5 ,
Queens,11421 ,"1,542 ",8.1 ,7.4 ,47.1 ,68.5 ,5.8 ,6 ,3.9 ,4 ,2.6 ,15.0 ,
Queens,11422 ,"1,082 ",13.5 ,11.1 ,53.0 ,53.7 ,9.4 ,7 ,6.5 ,6 ,5.5 ,7.8 ,
